run_dir,run_number,run_index,run_id,method,load,status,start_ts,end_ts,error,monitor_enabled,migrate_enabled,control_run,batch_id,batch_dir,summary_present,summary_path,summary_load_error,excluded,exclude_reason,analysis_note,cutover_ms,cutover_ms_event,cutover_strategy,http_downtime_ms,l4_downtime_ms,vip_http_client_visible_total_down_ms,vip_http_client_visible_down_segments,vip_http_client_visible_outage_span_ms,vip_http_cutover_near_downtime_ms,vip_http_downtime_ms,vip_l4_downtime_ms,vip_http_cutover_gap_ms,vip_l4_cutover_gap_ms,vip_http_downphase_ms,vip_l4_downphase_ms,vip_http_samples_before,vip_http_samples_after,vip_http_transport_err_before,vip_http_transport_err_after,vip_http_non_200_before,vip_http_non_200_after,vip_l4_samples_before,vip_l4_samples_after,vip_l4_up_before,vip_l4_up_after,vip_l4_down_before,vip_l4_down_after,vip_http_segment_start_ms,vip_http_segment_end_ms,precopy_final_dump_ms,precopy_transfer_prepare_ms,precopy_vip_prepare_ms,precopy_dest_container_cleanup_ms,precopy_transfer_to_restore_ms,precopy_restore_call_ms,precopy_transfer_to_restore_exec_ms,precopy_restore_launch_overhead_ms,precopy_restore_exec_ms,precopy_restore_return_overhead_ms,precopy_restore_to_cutover_ms,precopy_restore_exec_to_cutover_ms,precopy_transfer_mode,precopy_transfer_verify_mode,postcopy_restore_to_readiness_ms,postcopy_readiness_gate_ms,postcopy_warmup_duration_ms,postcopy_cutover_duration_ms,postcopy_cutover_to_health_ok_ms,monitor_http_timeout_ms,monitor_l4_timeout_ms,monitor_precision_mode,monitor_burst_window_ms,migration_vip_garp_count,migration_vip_garp_interval_ms,migration_vip_garp_mode,migration_vip_conntrack_clear_src,migration_precopy_image_mode,migration_precopy_pre_dump_rounds,migration_precopy_tcp_established,migration_postcopy_readiness_stable_successes,migration_postcopy_readiness_interval_ms,migration_postcopy_readiness_timeout_ms,migration_postcopy_probe_max_time_s,migration_postcopy_warmup_rounds,migration_postcopy_warmup_interval_ms,migration_postcopy_warmup_max_duration_ms,latency_src_p50_ms,latency_src_avg_ms,latency_dst_p50_ms,latency_dst_avg_ms,latency_vip_p50_ms,latency_vip_avg_ms,stream_disconnects,stream_max_gap_ms,stream_avg_bps,download_bytes_total,download_duration_ms,dl_avg_bps,download_disconnects,download_max_gap_ms,upload_bytes_total,upload_duration_ms,upload_avg_bps,upload_disconnects,upload_max_gap_ms,analyze_rc,analysis_source,latency_delta_dst_src_p50_ms,latency_delta_dst_src_avg_ms,vip_http_client_visible_minus_l4_downtime_ms,vip_http_minus_l4_downtime_ms
D:\ContainerLiveMigration\tests\testläufe\messungen_daten\runs\batches\20260504_131052_precopy_cpu_75d129\runs\0001,0001,1,20260504_131052_precopy_01_8ef042,precopy,cpu,ok,2026-05-04T13:10:52Z,2026-05-04T13:11:23Z,,True,True,False,20260504_131052_precopy_cpu_75d129,/mnt/criu/runs/batches/20260504_131052_precopy_cpu_75d129,True,D:\ContainerLiveMigration\tests\testläufe\messungen_daten\runs\batches\20260504_131052_precopy_cpu_75d129\runs\0001\summary.json,,False,,,1777900274689.0,1777900274689.0,events(offset_corrected),7056.0,6252.0,7112.0,1.0,7112.0,7112.0,7112.0,6848.0,7199.0,6900.0,7100.0,6838.0,200.0,72.0,138.0,19.0,0.0,0.0,200.0,72.0,76.0,59.0,124.0,13.0,1777900268259.0,1777900275371.0,391.0,54.0,163.0,66.0,59.0,6318.0,147.0,88.0,6187.0,43.0,25.0,68.0,shared,inventory_only,,,,932.0,1067.0,40.0,40.0,False,0.0,3.0,200.0,A,False,shared,0.0,1.0,3.0,200.0,10000.0,2.0,1.0,0.0,400.0,5.875,5.816,4.47,5.746,5.295,5.814,32.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0,20260504_131052_precopy_cpu_75d129,-1.4050000000000002,-0.0699999999999994,264.0,264.0
D:\ContainerLiveMigration\tests\testläufe\messungen_daten\runs\batches\20260504_131052_precopy_cpu_75d129\runs\0002,0002,2,20260504_131125_precopy_02_c9a212,precopy,cpu,ok,2026-05-04T13:11:25Z,2026-05-04T13:11:50Z,,True,True,False,20260504_131052_precopy_cpu_75d129,/mnt/criu/runs/batches/20260504_131052_precopy_cpu_75d129,True,D:\ContainerLiveMigration\tests\testläufe\messungen_daten\runs\batches\20260504_131052_precopy_cpu_75d129\runs\0002\summary.json,,False,,,1777900301558.0,1777900301558.0,events(offset_corrected),1468.0,905.0,1762.0,1.0,1762.0,1762.0,1762.0,1450.0,1850.0,1500.0,1749.0,1440.0,111.0,70.0,32.0,20.0,0.0,0.0,111.0,70.0,93.0,59.0,18.0,11.0,1777900300428.0,1777900302190.0,353.0,54.0,172.0,69.0,58.0,1039.0,126.0,68.0,920.0,51.0,26.0,77.0,shared,inventory_only,,,,875.0,988.0,40.0,40.0,False,0.0,3.0,200.0,A,False,shared,0.0,1.0,3.0,200.0,10000.0,2.0,1.0,0.0,400.0,6.005,6.348,3.51,5.937,5.47,6.161,20.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0,20260504_131052_precopy_cpu_75d129,-2.495,-0.4109999999999996,312.0,312.0
D:\ContainerLiveMigration\tests\testläufe\messungen_daten\runs\batches\20260504_131052_precopy_cpu_75d129\runs\0003,0003,3,20260504_131152_precopy_03_97c334,precopy,cpu,ok,2026-05-04T13:11:52Z,2026-05-04T13:12:18Z,,True,True,False,20260504_131052_precopy_cpu_75d129,/mnt/criu/runs/batches/20260504_131052_precopy_cpu_75d129,True,D:\ContainerLiveMigration\tests\testläufe\messungen_daten\runs\batches\20260504_131052_precopy_cpu_75d129\runs\0003\summary.json,,False,,,1777900329467.0,1777900329467.0,events(offset_corrected),1713.0,1102.0,2012.0,1.0,2012.0,2012.0,2012.0,1597.0,2100.0,1650.0,2000.0,1586.0,117.0,69.0,37.0,11.0,0.0,0.0,117.0,69.0,96.0,58.0,21.0,11.0,1777900328044.0,1777900330056.0,523.0,54.0,165.0,70.0,60.0,1147.0,135.0,75.0,1024.0,48.0,26.0,74.0,shared,inventory_only,,,,836.0,958.0,40.0,40.0,False,0.0,3.0,200.0,A,False,shared,0.0,1.0,3.0,200.0,10000.0,2.0,1.0,0.0,400.0,5.995,5.769,3.015,3.828,3.68,4.508,21.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0,20260504_131052_precopy_cpu_75d129,-2.98,-1.9410000000000003,415.0,415.0
D:\ContainerLiveMigration\tests\testläufe\messungen_daten\runs\batches\20260504_131052_precopy_cpu_75d129\runs\0004,0004,4,20260504_131220_precopy_04_ab6188,precopy,cpu,ok,2026-05-04T13:12:20Z,2026-05-04T13:12:45Z,,True,True,False,20260504_131052_precopy_cpu_75d129,/mnt/criu/runs/batches/20260504_131052_precopy_cpu_75d129,True,D:\ContainerLiveMigration\tests\testläufe\messungen_daten\runs\batches\20260504_131052_precopy_cpu_75d129\runs\0004\summary.json,,False,,,1777900356376.0,1777900356376.0,events(offset_corrected),1505.0,1000.0,1862.0,1.0,1862.0,1862.0,1862.0,1547.0,1950.0,1600.0,1849.0,1537.0,114.0,70.0,34.0,20.0,0.0,0.0,113.0,71.0,94.0,59.0,19.0,12.0,1777900355155.0,1777900357017.0,371.0,53.0,170.0,70.0,57.0,1106.0,139.0,82.0,975.0,49.0,23.0,72.0,shared,inventory_only,,,,852.0,965.0,40.0,40.0,False,0.0,3.0,200.0,A,False,shared,0.0,1.0,3.0,200.0,10000.0,2.0,1.0,0.0,400.0,5.17,5.93,4.06,5.51,4.265,5.061,21.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0,20260504_131052_precopy_cpu_75d129,-1.1100000000000003,-0.41999999999999993,315.0,315.0
D:\ContainerLiveMigration\tests\testläufe\messungen_daten\runs\batches\20260504_131052_precopy_cpu_75d129\runs\0005,0005,5,20260504_131246_precopy_05_411dd1,precopy,cpu,ok,2026-05-04T13:12:46Z,2026-05-04T13:13:13Z,,True,True,False,20260504_131052_precopy_cpu_75d129,/mnt/criu/runs/batches/20260504_131052_precopy_cpu_75d129,True,D:\ContainerLiveMigration\tests\testläufe\messungen_daten\runs\batches\20260504_131052_precopy_cpu_75d129\runs\0005\summary.json,,False,,,1777900384686.0,1777900384686.0,events(offset_corrected),1560.0,1001.0,1812.0,1.0,1812.0,1812.0,1812.0,1549.0,1896.0,1599.0,1799.0,1539.0,139.0,70.0,38.0,20.0,0.0,0.0,139.0,71.0,120.0,59.0,19.0,12.0,1777900383496.0,1777900385308.0,376.0,59.0,165.0,72.0,58.0,1088.0,142.0,84.0,966.0,38.0,22.0,60.0,shared,inventory_only,,,,900.0,1013.0,40.0,40.0,False,0.0,3.0,200.0,A,False,shared,0.0,1.0,3.0,200.0,10000.0,2.0,1.0,0.0,400.0,4.89,5.394,4.045,5.36,4.42,4.986,23.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0,20260504_131052_precopy_cpu_75d129,-0.8449999999999998,-0.03399999999999981,263.0,263.0
D:\ContainerLiveMigration\tests\testläufe\messungen_daten\runs\batches\20260504_131052_precopy_cpu_75d129\runs\0006,0006,6,20260504_131315_precopy_06_043476,precopy,cpu,ok,2026-05-04T13:13:15Z,2026-05-04T13:13:40Z,,True,True,False,20260504_131052_precopy_cpu_75d129,/mnt/criu/runs/batches/20260504_131052_precopy_cpu_75d129,True,D:\ContainerLiveMigration\tests\testläufe\messungen_daten\runs\batches\20260504_131052_precopy_cpu_75d129\runs\0006\summary.json,,False,,,1777900411703.0,1777900411703.0,events(offset_corrected),1565.0,1002.0,1911.0,1.0,1911.0,1911.0,1911.0,1499.0,1999.0,1549.0,1900.0,1489.0,114.0,71.0,37.0,20.0,0.0,0.0,113.0,71.0,95.0,59.0,18.0,12.0,1777900410427.0,1777900412338.0,473.0,53.0,180.0,67.0,56.0,1060.0,132.0,76.0,938.0,46.0,23.0,69.0,shared,inventory_only,,,,879.0,999.0,40.0,40.0,False,0.0,3.0,200.0,A,False,shared,0.0,1.0,3.0,200.0,10000.0,2.0,1.0,0.0,400.0,5.83,5.835,3.325,4.883,4.91,4.99,21.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0,20260504_131052_precopy_cpu_75d129,-2.505,-0.952,412.0,412.0
D:\ContainerLiveMigration\tests\testläufe\messungen_daten\runs\batches\20260504_131052_precopy_cpu_75d129\runs\0007,0007,7,20260504_131342_precopy_07_c9c955,precopy,cpu,ok,2026-05-04T13:13:42Z,2026-05-04T13:14:07Z,,True,True,False,20260504_131052_precopy_cpu_75d129,/mnt/criu/runs/batches/20260504_131052_precopy_cpu_75d129,True,D:\ContainerLiveMigration\tests\testläufe\messungen_daten\runs\batches\20260504_131052_precopy_cpu_75d129\runs\0007\summary.json,,False,,,1777900438211.0,1777900438211.0,events(offset_corrected),1485.0,1000.0,1811.0,1.0,1811.0,1811.0,1811.0,1550.0,1899.0,1600.0,1799.0,1539.0,112.0,72.0,33.0,20.0,0.0,0.0,112.0,72.0,93.0,60.0,19.0,12.0,1777900437018.0,1777900438829.0,356.0,57.0,175.0,69.0,58.0,1089.0,141.0,83.0,956.0,50.0,19.0,69.0,shared,inventory_only,,,,927.0,1049.0,40.0,40.0,False,0.0,3.0,200.0,A,False,shared,0.0,1.0,3.0,200.0,10000.0,2.0,1.0,0.0,400.0,5.59,5.918,4.31,4.949,5.23,6.029,21.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0,20260504_131052_precopy_cpu_75d129,-1.2800000000000002,-0.9690000000000003,261.0,261.0
D:\ContainerLiveMigration\tests\testläufe\messungen_daten\runs\batches\20260504_131052_precopy_cpu_75d129\runs\0008,0008,8,20260504_131409_precopy_08_688c61,precopy,cpu,ok,2026-05-04T13:14:09Z,2026-05-04T13:14:34Z,,True,True,False,20260504_131052_precopy_cpu_75d129,/mnt/criu/runs/batches/20260504_131052_precopy_cpu_75d129,True,D:\ContainerLiveMigration\tests\testläufe\messungen_daten\runs\batches\20260504_131052_precopy_cpu_75d129\runs\0008\summary.json,,False,,,1777900465104.0,1777900465104.0,events(offset_corrected),1476.0,999.0,1763.0,1.0,1763.0,1763.0,1763.0,1546.0,1850.0,1598.0,1750.0,1536.0,111.0,73.0,32.0,12.0,0.0,0.0,111.0,72.0,92.0,60.0,19.0,12.0,1777900463957.0,1777900465720.0,359.0,55.0,174.0,71.0,61.0,1059.0,182.0,121.0,940.0,-2.0,20.0,18.0,shared,inventory_only,,,,929.0,1062.0,40.0,40.0,False,0.0,3.0,200.0,A,False,shared,0.0,1.0,3.0,200.0,10000.0,2.0,1.0,0.0,400.0,5.925,6.055,3.68,4.898,5.16,5.232,21.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0,20260504_131052_precopy_cpu_75d129,-2.2449999999999997,-1.157,217.0,217.0
D:\ContainerLiveMigration\tests\testläufe\messungen_daten\runs\batches\20260504_131052_precopy_cpu_75d129\runs\0009,0009,9,20260504_131435_precopy_09_0d7de7,precopy,cpu,ok,2026-05-04T13:14:35Z,2026-05-04T13:15:01Z,,True,True,False,20260504_131052_precopy_cpu_75d129,/mnt/criu/runs/batches/20260504_131052_precopy_cpu_75d129,True,D:\ContainerLiveMigration\tests\testläufe\messungen_daten\runs\batches\20260504_131052_precopy_cpu_75d129\runs\0009\summary.json,,False,,,1777900492063.0,1777900492063.0,events(offset_corrected),1513.0,1009.0,1812.0,1.0,1812.0,1812.0,1812.0,1504.0,1891.0,1549.0,1800.0,1490.0,113.0,71.0,32.0,20.0,0.0,0.0,112.0,72.0,94.0,60.0,18.0,12.0,1777900490892.0,1777900492704.0,376.0,55.0,165.0,64.0,57.0,1062.0,142.0,85.0,944.0,33.0,22.0,55.0,shared,inventory_only,,,,907.0,1016.0,40.0,40.0,False,0.0,3.0,200.0,A,False,shared,0.0,1.0,3.0,200.0,10000.0,2.0,1.0,0.0,400.0,5.97,6.335,5.295,6.014,5.25,5.787,21.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0,20260504_131052_precopy_cpu_75d129,-0.6749999999999998,-0.32099999999999973,308.0,308.0
D:\ContainerLiveMigration\tests\testläufe\messungen_daten\runs\batches\20260504_131052_precopy_cpu_75d129\runs\0010,0010,10,20260504_131502_precopy_10_4a506c,precopy,cpu,ok,2026-05-04T13:15:02Z,2026-05-04T13:15:28Z,,True,True,False,20260504_131052_precopy_cpu_75d129,/mnt/criu/runs/batches/20260504_131052_precopy_cpu_75d129,True,D:\ContainerLiveMigration\tests\testläufe\messungen_daten\runs\batches\20260504_131052_precopy_cpu_75d129\runs\0010\summary.json,,False,,,1777900518865.0,1777900518865.0,events(offset_corrected),1493.0,1001.0,1761.0,1.0,1761.0,1761.0,1761.0,1500.0,1849.0,1550.0,1749.0,1490.0,112.0,72.0,33.0,20.0,0.0,0.0,112.0,72.0,93.0,61.0,19.0,11.0,1777900517697.0,1777900519458.0,370.0,52.0,163.0,66.0,56.0,1067.0,139.0,83.0,945.0,39.0,24.0,63.0,shared,inventory_only,,,,913.0,1050.0,40.0,40.0,False,0.0,3.0,200.0,A,False,shared,0.0,1.0,3.0,200.0,10000.0,2.0,1.0,0.0,400.0,5.96,6.62,4.92,6.644,5.54,6.503,21.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0,20260504_131052_precopy_cpu_75d129,-1.04,0.02400000000000002,261.0,261.0
