method,load,control_run,metric,n,mean,median,std,iqr,min,max,ci_low,ci_high
precopy,wrk3,False,vip_http_client_visible_total_down_ms,1,3119.0,3119.0,0.0,0.0,3119.0,3119.0,3119.0,3119.0
precopy,wrk3,False,vip_http_client_visible_down_segments,1,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
precopy,wrk3,False,vip_http_client_visible_outage_span_ms,1,3119.0,3119.0,0.0,0.0,3119.0,3119.0,3119.0,3119.0
precopy,wrk3,False,vip_http_cutover_near_downtime_ms,1,3610.0,3610.0,0.0,0.0,3610.0,3610.0,3610.0,3610.0
precopy,wrk3,False,vip_http_downtime_ms,1,3610.0,3610.0,0.0,0.0,3610.0,3610.0,3610.0,3610.0
precopy,wrk3,False,vip_l4_downtime_ms,1,2401.0,2401.0,0.0,0.0,2401.0,2401.0,2401.0,2401.0
precopy,wrk3,False,http_downtime_ms,1,3237.0,3237.0,0.0,0.0,3237.0,3237.0,3237.0,3237.0
precopy,wrk3,False,l4_downtime_ms,1,1865.0,1865.0,0.0,0.0,1865.0,1865.0,1865.0,1865.0
precopy,wrk3,False,vip_http_downphase_ms,1,3596.0,3596.0,0.0,0.0,3596.0,3596.0,3596.0,3596.0
precopy,wrk3,False,postcopy_restore_to_readiness_ms,0,,,,,,,,
precopy,wrk3,False,postcopy_readiness_gate_ms,0,,,,,,,,
precopy,wrk3,False,postcopy_warmup_duration_ms,0,,,,,,,,
precopy,wrk3,False,postcopy_cutover_to_health_ok_ms,1,1005.0,1005.0,0.0,0.0,1005.0,1005.0,1005.0,1005.0
precopy,wrk3,False,latency_src_p50_ms,1,6.7,6.7,0.0,0.0,6.7,6.7,6.7,6.7
precopy,wrk3,False,latency_dst_p50_ms,1,6.365,6.365,0.0,0.0,6.365,6.365,6.365,6.365
precopy,wrk3,False,latency_vip_p50_ms,1,6.43,6.43,0.0,0.0,6.43,6.43,6.43,6.43
precopy,wrk3,False,latency_src_avg_ms,1,12.506,12.506,0.0,0.0,12.506,12.506,12.506,12.506
precopy,wrk3,False,latency_dst_avg_ms,1,11.902,11.902,0.0,0.0,11.902,11.902,11.902,11.902
precopy,wrk3,False,latency_vip_avg_ms,1,15.732,15.732,0.0,0.0,15.732,15.732,15.732,15.732
precopy,wrk3,False,latency_delta_dst_src_p50_ms,1,-0.33499999999999996,-0.33499999999999996,0.0,0.0,-0.33499999999999996,-0.33499999999999996,-0.33499999999999996,-0.33499999999999996
precopy,wrk3,False,dl_avg_bps,0,,,,,,,,
precopy,wrk3,False,stream_disconnects,1,27.0,27.0,0.0,0.0,27.0,27.0,27.0,27.0
precopy,wrk3,False,download_disconnects,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
precopy,wrk3,False,upload_disconnects,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
