run_id,run_dir,run_number,run_index,batch_id,batch_dir,analysis_source,method,load,control_run,excluded,breakdown_kind,basis_start_ms,basis_end_ms,basis_total_ms,basis_metric,phase_order,phase_id,phase_label,phase_group,start_ms,end_ms,duration_ms,rel_start_ms,rel_end_ms,status,marker_start,marker_end,quality_flags,coverage_ok
20260504_144856_postcopy_75_c1532f,D:\ContainerLiveMigration\tests\testläufe\messungen_daten\runs\batches\20260504_135649_postcopy_cpu_44ad19\runs\0075,0075,75,20260504_135649_postcopy_cpu_44ad19,/mnt/criu/runs/batches/20260504_135649_postcopy_cpu_44ad19,,postcopy,cpu,False,False,event_critical_path,1777906151691,1777906166209,14518,,2,transfer_to_restore,Transfer to restore,handoff,1777906153850,1777906156930,3080,2159,5239,event,transfer_done_ms_event,restore_start_ms_event,unknown_present,True
20260504_144856_postcopy_75_c1532f,D:\ContainerLiveMigration\tests\testläufe\messungen_daten\runs\batches\20260504_135649_postcopy_cpu_44ad19\runs\0075,0075,75,20260504_135649_postcopy_cpu_44ad19,/mnt/criu/runs/batches/20260504_135649_postcopy_cpu_44ad19,,postcopy,cpu,False,False,event_critical_path,1777906151691,1777906166209,14518,,3,restore,Restore,restore,1777906156930,1777906158704,1774,5239,7013,event,restore_start_ms_event,restore_done_ms_event,unknown_present,True
20260504_144856_postcopy_75_c1532f,D:\ContainerLiveMigration\tests\testläufe\messungen_daten\runs\batches\20260504_135649_postcopy_cpu_44ad19\runs\0075,0075,75,20260504_135649_postcopy_cpu_44ad19,/mnt/criu/runs/batches/20260504_135649_postcopy_cpu_44ad19,,postcopy,cpu,False,False,event_critical_path,1777906151691,1777906166209,14518,,4,unknown_gap,Unknown / not explained by markers,unknown,1777906158704,1777906160761,2057,7013,9070,unknown,,,unknown_present,True
20260504_144856_postcopy_75_c1532f,D:\ContainerLiveMigration\tests\testläufe\messungen_daten\runs\batches\20260504_135649_postcopy_cpu_44ad19\runs\0075,0075,75,20260504_135649_postcopy_cpu_44ad19,/mnt/criu/runs/batches/20260504_135649_postcopy_cpu_44ad19,,postcopy,cpu,False,False,event_critical_path,1777906151691,1777906166209,14518,,5,readiness_gate,Readiness gate,readiness,1777906160761,1777906162523,1762,9070,10832,event,dest_readiness_wait_start_ms_event,dest_readiness_ok_ms_event,unknown_present,True
20260504_144856_postcopy_75_c1532f,D:\ContainerLiveMigration\tests\testläufe\messungen_daten\runs\batches\20260504_135649_postcopy_cpu_44ad19\runs\0075,0075,75,20260504_135649_postcopy_cpu_44ad19,/mnt/criu/runs/batches/20260504_135649_postcopy_cpu_44ad19,,postcopy,cpu,False,False,event_critical_path,1777906151691,1777906166209,14518,,6,unknown_gap,Unknown / not explained by markers,unknown,1777906162523,1777906162575,52,10832,10884,unknown,,,unknown_present,True
20260504_144856_postcopy_75_c1532f,D:\ContainerLiveMigration\tests\testläufe\messungen_daten\runs\batches\20260504_135649_postcopy_cpu_44ad19\runs\0075,0075,75,20260504_135649_postcopy_cpu_44ad19,/mnt/criu/runs/batches/20260504_135649_postcopy_cpu_44ad19,,postcopy,cpu,False,False,event_critical_path,1777906151691,1777906166209,14518,,7,warmup,Warmup,warmup,1777906162575,1777906163160,585,10884,11469,event,postcopy_warmup_start_ms_event,postcopy_warmup_done_ms_event,unknown_present,True
20260504_144856_postcopy_75_c1532f,D:\ContainerLiveMigration\tests\testläufe\messungen_daten\runs\batches\20260504_135649_postcopy_cpu_44ad19\runs\0075,0075,75,20260504_135649_postcopy_cpu_44ad19,/mnt/criu/runs/batches/20260504_135649_postcopy_cpu_44ad19,,postcopy,cpu,False,False,event_critical_path,1777906151691,1777906166209,14518,,8,warmup_to_cutover,Warmup to cutover,handoff,1777906163160,1777906163220,60,11469,11529,event,postcopy_warmup_done_ms_event,vip_cutover_start_ms_event,unknown_present,True
20260504_144856_postcopy_75_c1532f,D:\ContainerLiveMigration\tests\testläufe\messungen_daten\runs\batches\20260504_135649_postcopy_cpu_44ad19\runs\0075,0075,75,20260504_135649_postcopy_cpu_44ad19,/mnt/criu/runs/batches/20260504_135649_postcopy_cpu_44ad19,,postcopy,cpu,False,False,event_critical_path,1777906151691,1777906166209,14518,,9,vip_cutover,VIP cutover,cutover,1777906163220,1777906165797,2577,11529,14106,event,vip_cutover_start_ms_event,vip_cutover_done_ms_event,unknown_present,True
20260504_144856_postcopy_75_c1532f,D:\ContainerLiveMigration\tests\testläufe\messungen_daten\runs\batches\20260504_135649_postcopy_cpu_44ad19\runs\0075,0075,75,20260504_135649_postcopy_cpu_44ad19,/mnt/criu/runs/batches/20260504_135649_postcopy_cpu_44ad19,,postcopy,cpu,False,False,event_critical_path,1777906151691,1777906166209,14518,,10,unknown_gap,Unknown / not explained by markers,unknown,1777906165797,1777906165834,37,14106,14143,unknown,,,unknown_present,True
20260504_144856_postcopy_75_c1532f,D:\ContainerLiveMigration\tests\testläufe\messungen_daten\runs\batches\20260504_135649_postcopy_cpu_44ad19\runs\0075,0075,75,20260504_135649_postcopy_cpu_44ad19,/mnt/criu/runs/batches/20260504_135649_postcopy_cpu_44ad19,,postcopy,cpu,False,False,event_critical_path,1777906151691,1777906166209,14518,,11,health_wait,Health wait,health,1777906165834,1777906166209,375,14143,14518,event,health_wait_start_ms_event,health_ok_ms_event,unknown_present,True
20260504_144938_postcopy_76_51d348,D:\ContainerLiveMigration\tests\testläufe\messungen_daten\runs\batches\20260504_135649_postcopy_cpu_44ad19\runs\0076,0076,76,20260504_135649_postcopy_cpu_44ad19,/mnt/criu/runs/batches/20260504_135649_postcopy_cpu_44ad19,,postcopy,cpu,False,False,client_visible_vip_http,1777906194220,1777906206883,9237,vip_http_client_visible_total_down_ms,1,down_segment_1,VIP HTTP down segment 1,http_down,1777906194220,1777906202294,8074,0,8074,observed_down,,,multiple_down_segments,True
20260504_144938_postcopy_76_51d348,D:\ContainerLiveMigration\tests\testläufe\messungen_daten\runs\batches\20260504_135649_postcopy_cpu_44ad19\runs\0076,0076,76,20260504_135649_postcopy_cpu_44ad19,/mnt/criu/runs/batches/20260504_135649_postcopy_cpu_44ad19,,postcopy,cpu,False,False,client_visible_vip_http,1777906194220,1777906206883,9237,vip_http_client_visible_total_down_ms,2,down_segment_2,VIP HTTP down segment 2,http_down,1777906205720,1777906206883,1163,11500,12663,observed_down,,,multiple_down_segments,True
20260504_144938_postcopy_76_51d348,D:\ContainerLiveMigration\tests\testläufe\messungen_daten\runs\batches\20260504_135649_postcopy_cpu_44ad19\runs\0076,0076,76,20260504_135649_postcopy_cpu_44ad19,/mnt/criu/runs/batches/20260504_135649_postcopy_cpu_44ad19,,postcopy,cpu,False,False,event_critical_path,1777906194176,1777906208167,13991,,1,transfer,Transfer,transfer,1777906194176,1777906196245,2069,0,2069,event,transfer_start_ms_event,transfer_done_ms_event,unknown_present,True
